"","czone","IND","variable","HH","forecast","czonename"
"284","38100","22","2024",2561,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"285","38200","22","2024",4832,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"286","38300","22","2024",65334,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"287","36600","23","2024",7344,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"288","36700","23","2024",5058,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"289","37000","23","2024",23913,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"290","37100","23","2024",30631,"Ind Industry Forecast","Bakersfield, CA Metro "
"291","37200","23","2024",19763,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"292","37300","23","2024",6109,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"293","37400","23","2024",113497,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"294","37500","23","2024",65840,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"295","37700","23","2024",21638,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"296","37800","23","2024",162141,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"297","38000","23","2024",97371,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"298","38100","23","2024",2043,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"299","38200","23","2024",21600,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"300","38300","23","2024",587207,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"301","36600","33","2024",3366,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"302","36700","33","2024",3876,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"303","37000","33","2024",42126,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"304","37100","33","2024",19845,"Ind Industry Forecast","Bakersfield, CA Metro "
"305","37200","33","2024",22280,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"306","37300","33","2024",5954,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"307","37400","33","2024",95975,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"308","37500","33","2024",195214,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"309","37700","33","2024",26236,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"310","37800","33","2024",226958,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"311","38000","33","2024",136567,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"312","38100","33","2024",3451,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"313","38200","33","2024",23230,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"314","38300","33","2024",947170,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"315","36600","42","2024",987,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"316","36700","42","2024",1066,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"317","37000","42","2024",14784,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"318","37100","42","2024",10417,"Ind Industry Forecast","Bakersfield, CA Metro "
"319","37200","42","2024",11361,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"320","37300","42","2024",1529,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"321","37400","42","2024",36130,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"322","37500","42","2024",27728,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"323","37700","42","2024",7633,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"324","37800","42","2024",57907,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"325","38000","42","2024",40709,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"326","38100","42","2024",2994,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"327","38200","42","2024",7028,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"328","38300","42","2024",331637,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"329","36600","44","2024",10150,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"330","36700","44","2024",9324,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"331","37000","44","2024",48755,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"332","37100","44","2024",41893,"Ind Industry Forecast","Bakersfield, CA Metro "
"333","37200","44","2024",35134,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"334","37300","44","2024",15403,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"335","37400","44","2024",172972,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"336","37500","44","2024",121094,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"337","37700","44","2024",34097,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"338","37800","44","2024",315137,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"339","38000","44","2024",192197,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"340","38100","44","2024",9896,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"341","38200","44","2024",43729,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"342","38300","44","2024",1066876,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"343","36600","48","2024",2818,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"344","36700","48","2024",1272,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"345","37000","48","2024",19124,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"346","37100","48","2024",16025,"Ind Industry Forecast","Bakersfield, CA Metro "
"347","37200","48","2024",12613,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"348","37300","48","2024",2961,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"349","37400","48","2024",58214,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"350","37500","48","2024",28672,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"351","37700","48","2024",6083,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"352","37800","48","2024",114391,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"353","38000","48","2024",44472,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"354","38100","48","2024",3314,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"355","38200","48","2024",11560,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"356","38300","48","2024",391296,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"357","36600","51","2024",1297,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"358","36700","51","2024",632,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"359","37000","51","2024",4159,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"360","37100","51","2024",3944,"Ind Industry Forecast","Bakersfield, CA Metro "
"361","37200","51","2024",3821,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"362","37300","51","2024",1496,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"363","37400","51","2024",35364,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"364","37500","51","2024",68108,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"365","37700","51","2024",4523,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"366","37800","51","2024",99794,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"367","38000","51","2024",38430,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"368","38100","51","2024",1428,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"369","38200","51","2024",5977,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"370","38300","51","2024",335969,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"371","36600","52","2024",3249,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"372","36700","52","2024",1894,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"373","37000","52","2024",10314,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"374","37100","52","2024",7607,"Ind Industry Forecast","Bakersfield, CA Metro "
"375","37200","52","2024",8979,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"376","37300","52","2024",3832,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"377","37400","52","2024",72180,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"378","37500","52","2024",35063,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"379","37700","52","2024",12168,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"380","37800","52","2024",156831,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"381","38000","52","2024",62691,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"382","38100","52","2024",2107,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"383","38200","52","2024",11440,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"384","38300","52","2024",398396,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"385","36600","53","2024",1531,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"386","36700","53","2024",1074,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"387","37000","53","2024",5189,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"388","37100","53","2024",5299,"Ind Industry Forecast","Bakersfield, CA Metro "
"389","37200","53","2024",4433,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"390","37300","53","2024",2280,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"391","37400","53","2024",36538,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"392","37500","53","2024",27518,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"393","37700","53","2024",5619,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"394","37800","53","2024",68715,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"395","38000","53","2024",42991,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"396","38100","53","2024",618,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"397","38200","53","2024",8351,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"398","38300","53","2024",225022,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"399","36600","54","2024",8190,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"400","36700","54","2024",6044,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"401","37000","54","2024",32658,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"402","37100","54","2024",27694,"Ind Industry Forecast","Bakersfield, CA Metro "
"403","37200","54","2024",24484,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"404","37300","54","2024",11601,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"405","37400","54","2024",164606,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"406","37500","54","2024",236847,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"407","37700","54","2024",32484,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"408","37800","54","2024",523935,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"409","38000","54","2024",245388,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"410","38100","54","2024",2788,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"411","38200","54","2024",40512,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"412","38300","54","2024",1175538,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"413","37000","55","2024",705,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"414","37200","55","2024",778,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"415","37300","55","2024",265,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"416","37400","55","2024",3569,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"417","37500","55","2024",4204,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"418","37700","55","2024",538,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"419","37800","55","2024",14546,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"420","38000","55","2024",4393,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"421","38200","55","2024",562,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"422","38300","55","2024",20120,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"423","36600","61","2024",6944,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"424","36700","61","2024",7449,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"425","37000","61","2024",33308,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"426","37100","61","2024",29257,"Ind Industry Forecast","Bakersfield, CA Metro "
"427","37200","61","2024",37857,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"428","37300","61","2024",9661,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"429","37400","61","2024",132134,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"430","37500","61","2024",106861,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"431","37700","61","2024",18280,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"432","37800","61","2024",248580,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"433","38000","61","2024",158687,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"434","38100","61","2024",7791,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"435","38200","61","2024",42090,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"436","38300","61","2024",831285,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"437","36600","62","2024",15330,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"438","36700","62","2024",9320,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"439","37000","62","2024",46587,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"440","37100","62","2024",44116,"Ind Industry Forecast","Bakersfield, CA Metro "
"441","37200","62","2024",54469,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"442","37300","62","2024",24081,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"443","37400","62","2024",212746,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"444","37500","62","2024",155219,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"445","37700","62","2024",44558,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"446","37800","62","2024",431419,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"447","38000","62","2024",219064,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"448","38100","62","2024",10563,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"449","38200","62","2024",52448,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"450","38300","62","2024",1292359,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"451","36600","71","2024",3735,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"452","36700","71","2024",2474,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"453","37000","71","2024",5146,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"454","37100","71","2024",5372,"Ind Industry Forecast","Bakersfield, CA Metro "
"455","37200","71","2024",7335,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"456","37300","71","2024",3168,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"457","37400","71","2024",37574,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"458","37500","71","2024",25733,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"459","37700","71","2024",7224,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"460","37800","71","2024",72056,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"461","38000","71","2024",55568,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"462","38100","71","2024",657,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"463","38200","71","2024",9647,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"464","38300","71","2024",301775,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"465","36600","72","2024",6064,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"466","36700","72","2024",7043,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"467","37000","72","2024",29679,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"468","37100","72","2024",31044,"Ind Industry Forecast","Bakersfield, CA Metro "
"469","37200","72","2024",28933,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"470","37300","72","2024",9094,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"471","37400","72","2024",116018,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"472","37500","72","2024",95597,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"473","37700","72","2024",28092,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"474","37800","72","2024",254137,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"475","38000","72","2024",154057,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"476","38100","72","2024",6888,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"477","38200","72","2024",39525,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"478","38300","72","2024",790681,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"479","36600","81","2024",4677,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"480","36700","81","2024",3527,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"481","37000","81","2024",15508,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"482","37100","81","2024",15491,"Ind Industry Forecast","Bakersfield, CA Metro "
"483","37200","81","2024",10023,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"484","37300","81","2024",4733,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"485","37400","81","2024",70219,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"486","37500","81","2024",51273,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"487","37700","81","2024",15674,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"488","37800","81","2024",144337,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"489","38000","81","2024",75975,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"490","38100","81","2024",4751,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"491","38200","81","2024",18885,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"492","38300","81","2024",516474,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"493","36600","92","2024",6395,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"494","36700","92","2024",4338,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"495","37000","92","2024",15461,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"496","37100","92","2024",28386,"Ind Industry Forecast","Bakersfield, CA Metro "
"497","37200","92","2024",29046,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"498","37300","92","2024",7519,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"499","37400","92","2024",136015,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"500","37500","92","2024",33822,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"501","37700","92","2024",13532,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"502","37800","92","2024",134103,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"503","38000","92","2024",98812,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"504","38100","92","2024",9580,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"505","38200","92","2024",22301,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"506","38300","92","2024",375620,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"507","36600","99","2024",NA,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"508","36700","99","2024",NA,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"509","37000","99","2024",NA,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"510","37100","99","2024",NA,"Ind Industry Forecast","Bakersfield, CA Metro "
"511","37200","99","2024",NA,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"512","37300","99","2024",NA,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"513","37400","99","2024",NA,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"514","37500","99","2024",NA,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"515","37700","99","2024",NA,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"516","37800","99","2024",NA,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"517","38000","99","2024",NA,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"518","38100","99","2024",NA,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"519","38200","99","2024",NA,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"520","38300","99","2024",NA,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"521","36600","21","2034",488,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"522","37000","21","2034",602,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"523","37100","21","2034",14094,"Ind Industry Forecast","Bakersfield, CA Metro "
"524","37200","21","2034",376,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"525","37300","21","2034",1117,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"526","37400","21","2034",1173,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"527","37500","21","2034",251,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"528","37700","21","2034",297,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"529","37800","21","2034",2904,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"530","38000","21","2034",690,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"531","38200","21","2034",2437,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"532","38300","21","2034",9008,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"533","36600","22","2034",671,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"534","36700","22","2034",560,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"535","37000","22","2034",3314,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"536","37100","22","2034",3768,"Ind Industry Forecast","Bakersfield, CA Metro "
"537","37200","22","2034",2070,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"538","37300","22","2034",1353,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"539","37400","22","2034",13607,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"540","37500","22","2034",6223,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"541","37700","22","2034",2051,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"542","37800","22","2034",21409,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"543","38000","22","2034",11165,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"544","38100","22","2034",2512,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"545","38200","22","2034",4815,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"546","38300","22","2034",65680,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"547","36600","23","2034",7613,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"548","36700","23","2034",5188,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"549","37000","23","2034",24927,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"550","37100","23","2034",34901,"Ind Industry Forecast","Bakersfield, CA Metro "
"551","37200","23","2034",24782,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"552","37300","23","2034",5899,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"553","37400","23","2034",127059,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"554","37500","23","2034",71378,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"555","37700","23","2034",22317,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"556","37800","23","2034",175466,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"557","38000","23","2034",102553,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"558","38100","23","2034",2354,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"559","38200","23","2034",22389,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"560","38300","23","2034",623003,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"561","36600","33","2034",3255,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"562","36700","33","2034",3658,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"563","37000","33","2034",40576,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"564","37100","33","2034",18462,"Ind Industry Forecast","Bakersfield, CA Metro "
"565","37200","33","2034",21610,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"566","37300","33","2034",5666,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
