code,XHPIN1_CA001,XHPIN1_CA003,XHPIN1_CA005,XHPIN1_CA007,XHPIN1_CA009,XHPIN1_CA011,XHPIN1_CA013,XHPIN1_CA015,XHPIN1_CA017,XHPIN1_CA019,XHPIN1_CA021,XHPIN1_CA023,XHPIN1_CA025,XHPIN1_CA027,XHPIN1_CA029,XHPIN1_CA031,XHPIN1_CA033,XHPIN1_CA035,XHPIN1_CA037,XHPIN1_CA039,XHPIN1_CA041,XHPIN1_CA043,XHPIN1_CA045,XHPIN1_CA047,XHPIN1_CA049,XHPIN1_CA051,XHPIN1_CA053,XHPIN1_CA055,XHPIN1_CA057,XHPIN1_CA059,XHPIN1_CA061,XHPIN1_CA063,XHPIN1_CA065,XHPIN1_CA067,XHPIN1_CA069,XHPIN1_CA071,XHPIN1_CA073,XHPIN1_CA075,XHPIN1_CA077,XHPIN1_CA079,XHPIN1_CA081,XHPIN1_CA083,XHPIN1_CA085,XHPIN1_CA087,XHPIN1_CA089,XHPIN1_CA091,XHPIN1_CA093,XHPIN1_CA095,XHPIN1_CA097,XHPIN1_CA099,XHPIN1_CA101,XHPIN1_CA103,XHPIN1_CA105,XHPIN1_CA107,XHPIN1_CA109,XHPIN1_CA111,XHPIN1_CA113,XHPIN1_CA115,XHPIN2_CA001,XHPIN2_CA003,XHPIN2_CA005,XHPIN2_CA007,XHPIN2_CA009,XHPIN2_CA011,XHPIN2_CA013,XHPIN2_CA015,XHPIN2_CA017,XHPIN2_CA019,XHPIN2_CA021,XHPIN2_CA023,XHPIN2_CA025,XHPIN2_CA027,XHPIN2_CA029,XHPIN2_CA031,XHPIN2_CA033,XHPIN2_CA035,XHPIN2_CA037,XHPIN2_CA039,XHPIN2_CA041,XHPIN2_CA043,XHPIN2_CA045,XHPIN2_CA047,XHPIN2_CA049,XHPIN2_CA051,XHPIN2_CA053,XHPIN2_CA055,XHPIN2_CA057,XHPIN2_CA059,XHPIN2_CA061,XHPIN2_CA063,XHPIN2_CA065,XHPIN2_CA067,XHPIN2_CA069,XHPIN2_CA071,XHPIN2_CA073,XHPIN2_CA075,XHPIN2_CA077,XHPIN2_CA079,XHPIN2_CA081,XHPIN2_CA083,XHPIN2_CA085,XHPIN2_CA087,XHPIN2_CA089,XHPIN2_CA091,XHPIN2_CA093,XHPIN2_CA095,XHPIN2_CA097,XHPIN2_CA099,XHPIN2_CA101,XHPIN2_CA103,XHPIN2_CA105,XHPIN2_CA107,XHPIN2_CA109,XHPIN2_CA111,XHPIN2_CA113,XHPIN2_CA115,XHPIN3_CA001,XHPIN3_CA003,XHPIN3_CA005,XHPIN3_CA007,XHPIN3_CA009,XHPIN3_CA011,XHPIN3_CA013,XHPIN3_CA015,XHPIN3_CA017,XHPIN3_CA019,XHPIN3_CA021,XHPIN3_CA023,XHPIN3_CA025,XHPIN3_CA027,XHPIN3_CA029,XHPIN3_CA031,XHPIN3_CA033,XHPIN3_CA035,XHPIN3_CA037,XHPIN3_CA039,XHPIN3_CA041,XHPIN3_CA043,XHPIN3_CA045,XHPIN3_CA047,XHPIN3_CA049,XHPIN3_CA051,XHPIN3_CA053,XHPIN3_CA055,XHPIN3_CA057,XHPIN3_CA059,XHPIN3_CA061,XHPIN3_CA063,XHPIN3_CA065,XHPIN3_CA067,XHPIN3_CA069,XHPIN3_CA071,XHPIN3_CA073,XHPIN3_CA075,XHPIN3_CA077,XHPIN3_CA079,XHPIN3_CA081,XHPIN3_CA083,XHPIN3_CA085,XHPIN3_CA087,XHPIN3_CA089,XHPIN3_CA091,XHPIN3_CA093,XHPIN3_CA095,XHPIN3_CA097,XHPIN3_CA099,XHPIN3_CA101,XHPIN3_CA103,XHPIN3_CA105,XHPIN3_CA107,XHPIN3_CA109,XHPIN3_CA111,XHPIN3_CA113,XHPIN3_CA115,XHPIN5_CA001,XHPIN5_CA003,XHPIN5_CA005,XHPIN5_CA007,XHPIN5_CA009,XHPIN5_CA011,XHPIN5_CA013,XHPIN5_CA015,XHPIN5_CA017,XHPIN5_CA019,XHPIN5_CA021,XHPIN5_CA023,XHPIN5_CA025,XHPIN5_CA027,XHPIN5_CA029,XHPIN5_CA031,XHPIN5_CA033,XHPIN5_CA035,XHPIN5_CA037,XHPIN5_CA039,XHPIN5_CA041,XHPIN5_CA043,XHPIN5_CA045,XHPIN5_CA047,XHPIN5_CA049,XHPIN5_CA051,XHPIN5_CA053,XHPIN5_CA055,XHPIN5_CA057,XHPIN5_CA059,XHPIN5_CA061,XHPIN5_CA063,XHPIN5_CA065,XHPIN5_CA067,XHPIN5_CA069,XHPIN5_CA071,XHPIN5_CA073,XHPIN5_CA075,XHPIN5_CA077,XHPIN5_CA079,XHPIN5_CA081,XHPIN5_CA083,XHPIN5_CA085,XHPIN5_CA087,XHPIN5_CA089,XHPIN5_CA091,XHPIN5_CA093,XHPIN5_CA095,XHPIN5_CA097,XHPIN5_CA099,XHPIN5_CA101,XHPIN5_CA103,XHPIN5_CA105,XHPIN5_CA107,XHPIN5_CA109,XHPIN5_CA111,XHPIN5_CA113,XHPIN5_CA115,XHPIN4_CA001,XHPIN4_CA003,XHPIN4_CA005,XHPIN4_CA007,XHPIN4_CA009,XHPIN4_CA011,XHPIN4_CA013,XHPIN4_CA015,XHPIN4_CA017,XHPIN4_CA019,XHPIN4_CA021,XHPIN4_CA023,XHPIN4_CA025,XHPIN4_CA027,XHPIN4_CA029,XHPIN4_CA031,XHPIN4_CA033,XHPIN4_CA035,XHPIN4_CA037,XHPIN4_CA039,XHPIN4_CA041,XHPIN4_CA043,XHPIN4_CA045,XHPIN4_CA047,XHPIN4_CA049,XHPIN4_CA051,XHPIN4_CA053,XHPIN4_CA055,XHPIN4_CA057,XHPIN4_CA059,XHPIN4_CA061,XHPIN4_CA063,XHPIN4_CA065,XHPIN4_CA067,XHPIN4_CA069,XHPIN4_CA071,XHPIN4_CA073,XHPIN4_CA075,XHPIN4_CA077,XHPIN4_CA079,XHPIN4_CA081,XHPIN4_CA083,XHPIN4_CA085,XHPIN4_CA087,XHPIN4_CA089,XHPIN4_CA091,XHPIN4_CA093,XHPIN4_CA095,XHPIN4_CA097,XHPIN4_CA099,XHPIN4_CA101,XHPIN4_CA103,XHPIN4_CA105,XHPIN4_CA107,XHPIN4_CA109,XHPIN4_CA111,XHPIN4_CA113,XHPIN4_CA115
10/31/2000,234,2,26,85,59,2,353,5,149,317,3,24,110,1,243,30,18,4,599,60,46,8,23,139,1,7,133,73,62,540,567,13,1023,645,62,498,574,1,475,114,57,30,281,44,65,1,9,208,227,261,34,10,0,128,21,282,130,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2,0,0,0,4,0,0,36,0,0,6,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,0,3,0,0,0,0,0,0,0,0,63,34,0,0,7,0,0,66,4,0,0,0,30,28,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,174,0,0,0,0,0,18,0,0,0,0,40,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,10,64,0,0,0,0,0,443,689,0,16,12,18,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,62,0,3,0,2,0,0,0,4,0,0,99,34,0,6,7,0,0,66,10,0,0,0,42,28,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0
11/30/2000,178,2,14,77,24,4,317,1,130,195,2,17,16,1,224,31,10,10,575,47,16,1,15,135,0,5,87,54,69,561,313,6,1375,578,69,390,727,7,522,106,61,41,172,30,66,2,4,279,139,270,26,12,1,118,25,177,125,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,2,0,0,12,0,0,9,2,0,0,0,2,2,2,2,0,0,2,0,0,0,0,4,4,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,49,15,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,698,0,0,0,8,0,0,0,0,0,0,300,280,0,18,0,0,0,205,213,0,13,335,0,233,0,0,0,0,0,19,7,0,0,0,0,0,312,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,2,0,0,49,3,0,9,2,0,0,49,17,2,5,5,0,0,2,0,0,0,0,4,4,0,0,0,0,0,8,0,0
12/31/2000,133,1,17,49,40,1,503,3,134,240,3,22,40,0,232,37,3,4,786,50,57,1,19,137,0,5,88,66,35,432,364,14,1108,485,37,588,553,3,525,116,41,46,189,46,61,0,5,238,132,233,22,9,3,96,25,204,157,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,50,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,8,4,0,0,2,0,8,0,0,0,0,0,68,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,62,40,0,0,0,0,0,0,0,0,0,24,0,0,0,56,0,0,93,6,0,0,0,0,11,0,3,0,0,0,17,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,598,0,0,48,0,0,0,0,64,0,0,0,877,0,0,0,0,0,0,0,0,0,0,251,0,0,180,248,0,0,862,43,0,0,0,0,453,0,0,0,0,120,146,0,0,72,0,0,0,36,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,112,40,0,0,0,0,0,0,2,0,0,32,0,0,0,56,0,0,101,10,0,0,2,0,19,0,3,0,0,0,85,0,0,0,0,0,0,9,0,0
1/31/2001,153,0,19,62,25,1,822,2,129,218,3,19,36,4,243,39,5,2,1247,29,25,3,15,73,1,6,95,51,47,357,344,9,1291,716,34,525,707,7,650,123,43,61,138,14,65,0,10,128,137,253,24,7,2,122,14,226,100,5,4,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,0,0,4,22,2,0,2,2,0,0,2,0,2,0,38,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,27,15,0,0,0,0,8,24,9,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,5,0,0,64,0,0,0,0,0,81,0,0,0,0,0,2507,0,128,0,0,0,0,0,0,0,0,10,273,0,0,0,0,0,1148,180,0,23,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,0,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,37,17,0,0,2,0,8,28,31,2,0,2,7,10,0,2,0,2,0,38,0,0,0,0,0,0,3,0,0
2/28/2001,156,0,21,54,46,0,376,2,110,211,3,22,49,0,258,48,6,6,415,50,11,8,26,73,0,8,64,57,32,308,414,12,1089,486,28,545,1012,7,269,110,33,70,144,18,64,0,8,82,67,227,12,13,0,118,15,167,50,9,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,12,4,0,2,2,0,18,0,14,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,48,0,0,4,0,0,0,0,0,44,20,0,0,0,0,0,0,0,0,0,11,0,0,24,0,0,0,47,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,28,112,0,77,48,0,0,124,90,0,6,0,0,635,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,2,48,0,2,4,0,0,0,0,0,50,30,0,0,0,0,0,0,0,0,0,23,4,0,26,2,0,18,47,28,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
3/31/2001,169,2,14,82,42,3,437,2,176,265,14,26,87,2,325,37,9,7,567,54,19,6,20,74,0,7,82,103,40,833,373,13,1198,709,49,650,593,23,436,144,69,114,162,34,92,1,15,319,160,320,34,16,6,141,20,395,129,4,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,18,4,0,0,2,0,0,0,0,0,0,38,0,0,12,0,0,0,4,18,0,4,4,4,2,0,0,0,0,4,6,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,36,33,0,0,0,0,16,56,12,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,102,0,0,0,0,0,116,0,0,0,0,0,81,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,54,0,0,0,38,0,113,285,22,72,0,0,0,532,0,0,0,0,0,176,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,8,0,0,4,0,0,2,0,0,29,20,0,0,2,0,0,0,0,0,0,74,33,0,12,0,0,16,60,30,0,4,8,10,2,0,0,0,0,4,6,0,0,0,0,6,0,6,10,0
4/30/2001,97,2,13,77,35,2,318,3,151,349,15,35,26,1,325,58,12,7,638,61,18,10,23,128,2,7,97,70,57,815,401,10,1728,864,30,539,963,5,357,186,53,34,87,19,84,1,15,156,127,324,31,17,4,137,29,342,101,15,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,4,0,0,12,6,0,22,10,8,4,2,0,2,6,0,0,0,0,0,2,2,2,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,16,43,0,0,3,0,0,0,54,6,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,3,0,4,14,0,413,0,0,0,0,0,0,0,0,40,0,8,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,33,0,0,7,190,0,521,346,9,216,15,479,5,232,0,0,0,0,0,30,0,0,0,0,0,0,11,5,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,39,0,3,0,0,0,0,0,0,0,18,47,0,0,15,6,0,22,64,14,4,2,0,6,6,0,0,0,0,12,2,2,2,2,0,5,0,4,14,0
5/31/2001,117,5,9,94,55,4,393,11,145,331,10,36,48,3,359,58,15,10,762,75,21,11,23,104,1,14,85,171,78,621,375,19,1547,619,31,704,964,8,485,170,87,101,226,77,124,2,17,76,133,263,28,14,4,178,23,350,184,18,4,0,0,2,2,2,0,0,0,40,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,56,0,0,10,4,0,0,4,16,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,160,0,0,55,0,0,0,56,0,0,42,10,0,3,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,307,0,0,18,0,0,0,0,0,0,0,0,0,0,12,0,0,0,640,0,0,0,16,0,0,0,0,0,0,222,0,0,174,114,0,80,535,83,0,0,0,6,224,8,0,0,0,78,0,20,0,0,0,0,0,98,0,0,4,0,0,2,2,2,0,0,0,56,0,0,0,0,0,0,0,0,43,0,0,0,0,2,0,0,160,0,0,111,0,0,10,60,0,0,46,26,0,5,0,0,8,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0
6/30/2001,141,5,34,108,40,4,204,3,115,295,2,34,43,1,332,101,10,8,800,63,12,6,28,87,2,17,81,49,60,589,444,31,1542,774,26,631,925,6,477,132,50,81,224,34,90,3,19,164,170,280,47,13,5,214,32,225,128,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,2,0,2,2,4,2,2,0,4,0,0,0,0,2,2,0,0,0,6,0,2,0,0,13,0,0,0,0,0,3,0,0,40,0,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,35,15,0,81,0,0,4,8,15,0,4,3,0,0,0,0,0,0,7,11,0,0,0,0,3,0,0,0,0,114,26,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,19,0,0,0,401,0,0,342,90,0,0,824,0,0,16,21,0,743,40,0,0,0,208,64,67,0,0,0,0,0,11,0,0,13,0,0,0,0,0,3,0,0,40,0,0,4,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,49,15,0,93,0,0,6,8,17,2,8,5,2,0,4,0,0,0,7,13,2,0,0,0,9,0,2,0,0
7/31/2001,76,9,17,102,47,5,300,8,132,222,4,50,11,5,262,47,9,10,687,55,12,17,28,91,1,9,136,36,89,391,419,36,1722,692,34,544,730,8,194,176,70,77,81,15,87,3,14,172,164,246,38,12,9,160,19,326,123,30,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,50,0,0,0,4,0,0,0,20,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,2,2,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,106,0,0,3,0,0,0,12,21,0,0,4,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,244,0,0,110,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,112,422,154,0,31,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,10,0,0,0,2,3,3,0,0,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,4,0,8,156,0,0,3,4,0,0,12,41,0,0,4,0,2,0,4,0,0,0,34,0,0,0,0,0,0,2,2,0
8/31/2001,114,1,22,108,80,3,314,5,135,289,5,31,66,1,272,58,9,13,841,83,15,2,42,95,1,10,55,96,72,514,443,17,1316,778,18,634,813,6,352,123,96,106,81,22,92,5,20,91,155,220,91,20,4,167,28,292,49,17,18,0,0,18,0,0,2,0,0,2,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,44,6,0,2,6,0,0,6,32,0,0,2,2,0,2,0,0,0,0,26,58,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,0,3,0,45,36,0,54,0,0,32,19,9,0,7,26,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,295,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,836,0,0,0,10,0,0,12,0,15,0,175,325,0,389,408,0,127,308,628,40,5,106,0,467,8,0,0,44,0,36,0,0,11,0,0,0,104,0,0,37,0,0,18,0,0,2,0,0,2,0,2,0,0,0,0,0,0,40,0,0,0,0,0,0,4,2,3,0,89,42,0,56,6,0,32,25,41,0,7,28,2,0,2,0,0,0,0,26,101,0,0,0,0,0,0,0,0
9/30/2001,134,1,30,56,52,1,159,5,126,269,3,51,39,1,255,50,15,10,424,55,14,9,30,82,1,10,38,14,42,423,302,9,1088,456,11,479,633,3,201,173,84,63,86,56,71,1,11,186,151,177,20,17,5,100,19,167,133,28,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,2,0,0,18,0,2,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,22,8,0,0,2,0,2,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,25,0,0,0,3,0,0,6,4,0,0,3,3,0,0,13,0,40,0,3,0,15,3,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,73,0,0,0,0,0,30,0,0,0,0,38,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,20,0,0,144,70,0,10,497,16,0,25,24,0,123,11,0,0,0,0,129,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,2,0,0,16,8,0,2,2,0,0,43,0,2,0,3,0,0,6,4,4,0,5,3,0,2,13,0,40,22,11,0,15,5,0,2,0,0,0,0,3,8,18,0,0,0,0,0,0,0,0
10/31/2001,92,1,20,106,59,3,290,6,78,246,3,39,22,1,310,73,9,7,686,76,22,10,34,121,0,7,45,54,56,251,433,19,1556,713,15,602,666,11,240,149,52,98,121,79,99,1,19,171,204,177,42,18,3,135,21,187,81,34,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,2,10,0,4,6,8,0,4,2,0,4,12,0,0,0,0,14,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,67,0,0,55,12,0,0,49,4,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,30,0,0,0,0,0,90,0,0,0,0,32,0,0,0,0,0,0,986,0,0,0,0,0,0,166,0,112,0,127,0,0,154,652,0,43,854,17,0,15,0,0,426,21,0,0,0,200,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,2,0,8,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,71,0,0,57,22,0,4,55,12,0,4,6,0,4,28,0,0,0,0,14,0,2,0,0,5,0,2,0,0
11/30/2001,144,2,17,69,55,2,207,5,94,256,2,20,88,0,264,54,6,10,531,57,6,4,25,89,1,4,64,56,53,400,404,12,1148,458,12,325,575,7,215,111,57,56,76,22,73,0,12,67,107,247,39,11,5,111,8,152,110,17,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,32,4,0,0,0,0,0,0,0,0,4,18,0,0,8,0,0,12,6,6,0,0,0,4,6,2,0,0,0,0,10,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,12,0,0,0,33,12,0,0,4,0,0,0,0,0,0,33,0,0,3,3,0,0,26,0,0,4,12,0,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,10,0,0,0,0,0,0,448,131,0,446,0,0,496,245,17,0,9,0,0,80,0,0,0,0,103,284,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,0,0,0,0,0,4,0,22,0,0,0,65,16,0,0,4,0,0,0,0,0,4,51,0,0,11,3,0,12,32,6,0,4,12,4,42,2,0,0,0,0,10,11,2,0,0,0,0,2,0,0
12/31/2001,220,0,19,60,30,1,332,4,79,607,4,22,43,1,268,41,13,5,586,57,13,9,14,112,0,4,52,16,24,423,365,4,1331,332,12,647,731,5,187,90,28,74,215,8,74,1,10,209,71,208,35,13,0,113,24,328,48,16,2,0,0,0,0,0,8,0,0,2,0,4,0,0,4,0,0,0,12,4,0,0,0,0,0,0,0,0,0,22,0,0,4,0,0,0,18,4,0,2,2,10,10,0,0,0,0,0,22,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,8,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,58,0,0,35,0,0,0,99,6,0,6,0,52,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,94,0,0,0,0,0,298,0,700,81,0,40,10,0,124,0,0,0,1063,0,54,0,0,0,0,0,0,0,0,321,302,0,401,109,40,42,222,240,0,136,17,72,422,0,0,0,0,124,37,0,0,0,0,50,0,0,0,0,2,0,0,0,0,0,18,0,0,16,0,12,0,0,4,0,0,0,23,12,0,0,0,0,0,0,0,0,0,80,0,0,39,0,0,0,117,10,0,8,2,62,14,0,0,0,0,0,22,22,0,2,0,0,0,0,0,0
1/31/2002,92,1,24,93,32,5,208,1,99,212,2,25,101,2,263,52,5,4,455,67,8,1,13,68,2,1,56,60,38,616,297,11,1171,570,10,497,851,2,328,131,19,50,136,13,93,0,7,78,64,206,38,12,1,136,16,115,84,23,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,2,0,0,2,0,0,8,6,0,2,144,10,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,8,0,0,0,0,0,0,9,0,16,12,0,0,27,0,0,0,171,4,0,11,0,0,14,0,16,0,0,0,3,0,0,0,0,64,0,7,0,0,80,0,0,0,0,0,107,0,160,0,0,0,0,0,44,0,0,0,522,0,0,0,0,0,0,0,0,115,0,235,256,0,24,236,0,240,669,27,34,127,0,0,434,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,3,0,29,14,0,0,0,0,0,0,11,0,16,14,0,0,35,6,0,2,315,14,0,11,0,0,14,0,16,0,0,0,3,2,2,0,0,66,0,7,0,0
2/28/2002,91,0,20,62,35,0,271,7,106,143,4,28,63,0,341,37,16,6,651,71,8,4,19,100,2,2,50,43,38,474,436,9,1531,708,11,500,584,8,226,253,39,43,132,14,96,0,10,63,78,228,40,18,2,121,12,182,115,22,10,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,16,0,2,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,30,6,0,4,4,0,4,0,0,0,0,0,24,4,0,0,0,0,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,35,0,0,0,0,4,0,0,0,0,0,29,18,0,0,0,0,0,47,11,0,0,6,0,24,0,20,0,0,4,7,3,0,0,0,0,0,4,3,0,177,0,0,0,0,0,194,0,0,0,0,0,180,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,427,0,0,148,56,0,466,347,59,0,0,0,0,274,0,0,0,0,125,5,0,0,0,0,0,0,22,42,0,35,0,0,0,0,0,0,0,4,0,0,3,8,0,2,0,0,0,51,0,2,0,0,4,0,0,2,0,0,29,18,0,0,20,0,0,77,17,0,4,10,0,28,0,20,0,0,4,31,7,0,0,0,0,0,6,3,0
3/31/2002,364,0,18,81,42,2,450,3,136,305,3,27,63,3,353,44,17,9,640,83,15,6,24,94,0,5,67,53,33,360,416,20,1530,909,35,679,1023,9,455,148,64,59,203,12,87,1,12,201,122,302,59,13,2,152,19,177,156,25,4,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,8,0,0,20,0,0,0,0,0,2,34,12,2,0,0,8,2,2,0,0,4,2,4,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,8,0,0,6,0,24,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,40,3,0,15,0,0,0,137,9,0,4,0,0,4,0,48,0,0,0,3,0,0,0,0,0,0,9,0,0,29,0,0,0,0,0,70,0,0,0,0,16,0,0,12,0,0,0,643,0,0,0,0,0,0,0,0,0,0,37,0,0,18,252,0,139,208,11,0,0,99,93,18,0,7,0,0,0,252,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,2,0,6,0,24,0,0,0,0,0,0,61,0,0,0,0,0,0,0,8,0,0,60,3,0,15,0,0,2,171,21,2,4,0,8,6,2,48,0,4,2,7,2,2,0,2,0,0,11,2,0
